sum_Episode,Episode, Score, Avg.Score,eps-greedy,success,failed,meet_threaten,loss,step
21806.5,240,14.792203929247492,14.792203929247492,0.7880711928807119,0.3,0.7,0.0,36.55366477966309,0.0
22715.1,250,11.708197949935862,11.708197949935862,0.7790720927907209,0.3,0.7,0.0,37.31271743774414,0.0
23588.7,260,7.433509172338667,7.433509172338667,0.7700729927007299,0.3,0.7,0.0,37.82558631896973,0.0
24510.7,270,15.287854279822458,15.287854279822458,0.761073892610739,0.4,0.6,0.0,38.46295166015625,0.0
25406.2,280,3.3285268794086305,3.3285268794086305,0.752074792520748,0.2,0.8,0.0,38.04245262145996,0.0
26296.4,290,20.214352172988697,20.214352172988697,0.7430756924307569,0.5,0.5,0.0,39.301778411865236,0.0
27178.7,300,19.036388052539408,19.036388052539408,0.7340765923407659,0.4,0.6,0.0,39.830909729003906,0.0
28076.1,310,2.069992071835226,2.069992071835226,0.725077492250775,0.2,0.8,0.0,40.44152565002442,0.0
29036.0,320,5.650647917465707,5.650647917465707,0.7160783921607841,0.2,0.8,0.0,41.27839698791504,0.0
29980.9,330,6.473586204031878,6.473586204031878,0.7070792920707929,0.3,0.7,0.0,40.660454177856444,0.0
30955.8,340,13.262689407127462,13.262689407127462,0.698080191980802,0.4,0.6,0.0,41.428286743164065,0.0
31768.8,350,30.280975657977763,30.280975657977763,0.689081091890811,0.8,0.2,0.0,41.9892017364502,0.0
32679.9,360,4.472668735721815,4.472668735721815,0.6800819918008199,0.2,0.8,0.0,42.02016181945801,0.0
33657.2,370,11.258882378989602,11.258882378989602,0.6710828917108289,0.4,0.6,0.0,42.050505828857425,0.0
34647.0,380,-1.2714044407512701,-1.2714044407512701,0.662083791620838,0.0,1.0,0.0,44.067679977416994,0.0
35586.5,390,15.302564175570888,15.302564175570888,0.6530846915308469,0.4,0.6,0.0,43.85989608764648,0.0
36552.7,400,1.9681240943247207,1.9681240943247207,0.6440855914408559,0.1,0.9,0.0,42.3199577331543,0.0
37523.5,410,10.63140031174023,10.63140031174023,0.6350864913508649,0.2,0.8,0.0,43.971004486083984,0.0
38453.6,420,14.825426547022184,14.825426547022184,0.626087391260874,0.3,0.7,0.0,44.112251663208006,0.0
39309.8,430,11.73046806339565,11.73046806339565,0.6170882911708829,0.3,0.7,0.0,43.537401580810545,0.0
40255.6,440,16.681378102976986,16.681378102976986,0.6080891910808919,0.3,0.7,0.0,44.02952346801758,0.0
41150.8,450,11.168984913233606,11.168984913233606,0.5990900909909008,0.3,0.7,0.0,44.172172927856444,0.0
42063.0,460,15.821007986497472,15.821007986497472,0.59009099090091,0.6,0.4,0.0,44.04487609863281,0.0
43011.4,470,11.987651256953106,11.987651256953106,0.5810918908109189,0.3,0.7,0.0,45.08193130493164,0.0
43995.9,480,4.870127747310374,4.870127747310374,0.5720927907209279,0.1,0.9,0.0,44.61923522949219,0.0
44967.1,490,17.118230457656928,17.118230457656928,0.563093690630937,0.5,0.5,0.0,45.045563507080075,0.0
45850.0,500,11.671169949533308,11.671169949533308,0.5540945905409459,0.2,0.8,0.0,44.547401428222656,0.0
