sum_Episode,Episode, Score, Avg.Score,eps-greedy,success,failed,meet_threaten,loss,step,Q-value,energy_cost,task_collect,Energy_Efficent,UE_waiting_time,Covered_rate
364.0,33515,19.685599950697007,19.685599950697007,0.0,0.0,0.0,0.0,0.0,95.0,0,2.8638106025013976,0.0,0.0,0.0,0.0
366.0,33697,28.147819794929873,28.147819794929873,0.0,0.0,0.0,0.0,0.0,85.0,0,2.463772476994899,0.0,0.0,0.0,0.0
368.0,33897,-14.7397798111908,-14.7397798111908,0.0,0.0,0.0,0.0,0.0,100.0,0,12.871691800342088,0.0,0.0,0.0,0.0
370.0,34097,12.91947851816958,12.91947851816958,0.0,0.0,0.0,0.0,0.0,100.0,0,4.319950678205719,0.0,0.0,0.0,0.0
372.0,34297,1.5766142829645915,1.5766142829645915,0.0,0.0,0.0,0.0,0.0,100.0,0,8.153234812482822,0.0,0.0,0.0,0.0
374.0,34497,-12.187948796536482,-12.187948796536482,0.0,0.0,0.0,0.0,0.0,100.0,0,11.46539264706403,0.0,0.0,0.0,0.0
376.0,34697,-17.258168753758724,-17.258168753758724,0.0,0.0,0.0,0.0,0.0,100.0,0,11.938083873869285,0.0,0.0,0.0,0.0
378.0,34897,11.392539184795815,11.392539184795815,0.0,0.0,0.0,0.0,0.0,100.0,0,5.00076310481566,0.0,0.0,0.0,0.0
380.0,35097,12.951204879146871,12.951204879146871,0.0,0.0,0.0,0.0,0.0,100.0,0,4.62110486935447,0.0,0.0,0.0,0.0
382.0,35269,6.574124265836581,6.574124265836581,0.0,0.0,0.0,0.0,0.0,100.0,0,6.247153680741754,0.0,0.0,0.0,0.0
384.0,35469,2.5836001104140394,2.5836001104140394,0.0,0.0,0.0,0.0,0.0,100.0,0,7.832682992758176,0.0,0.0,0.0,0.0
386.0,35617,31.73278050132845,31.73278050132845,0.0,0.0,0.0,0.0,0.0,85.0,0,2.7297113727733775,0.0,0.0,0.0,0.0
388.0,35817,10.07509290043592,10.07509290043592,0.0,0.0,0.0,0.0,0.0,100.0,0,5.258792222384365,0.0,0.0,0.0,0.0
390.0,36003,0.6798660686290106,0.6798660686290106,0.0,0.0,0.0,0.0,0.0,100.0,0,5.295099182138675,0.0,0.0,0.0,0.0
392.0,36203,-3.965377050842669,-3.965377050842669,0.0,0.0,0.0,0.0,0.0,100.0,0,9.667651101559523,0.0,0.0,0.0,0.0
394.0,36403,4.016618733727356,4.016618733727356,0.0,0.0,0.0,0.0,0.0,100.0,0,7.0158655652634545,0.0,0.0,0.0,0.0
396.0,36603,-13.056649023245896,-13.056649023245896,0.0,0.0,0.0,0.0,0.0,100.0,0,12.074109714427058,0.0,0.0,0.0,0.0
398.0,36803,2.788310684507138,2.788310684507138,0.0,0.0,0.0,0.0,0.0,100.0,0,6.545177379805808,0.0,0.0,0.0,0.0
400.0,37000,22.729959137943812,22.729959137943812,0.0,0.0,0.0,0.0,0.0,97.0,0,2.589523059318682,0.0,0.0,0.0,0.0
402.0,37200,15.810688278568648,15.810688278568648,0.0,0.0,0.0,0.0,0.0,100.0,0,3.2736330601241805,0.0,0.0,0.0,0.0
404.0,37367,-0.6965221925031742,-0.6965221925031742,0.0,0.0,0.0,0.0,0.0,100.0,0,8.837916013303113,0.0,0.0,0.0,0.0
406.0,37567,11.765256065937571,11.765256065937571,0.0,0.0,0.0,0.0,0.0,100.0,0,4.722044039229067,0.0,0.0,0.0,0.0
408.0,37767,13.456528883566367,13.456528883566367,0.0,0.0,0.0,0.0,0.0,100.0,0,4.378229931175344,0.0,0.0,0.0,0.0
410.0,37966,20.584143618856803,20.584143618856803,0.0,0.0,0.0,0.0,0.0,99.0,0,2.6730783414359127,0.0,0.0,0.0,0.0
412.0,38166,11.162519257731226,11.162519257731226,0.0,0.0,0.0,0.0,0.0,100.0,0,4.651507695484977,0.0,0.0,0.0,0.0
414.0,38366,5.558703786380413,5.558703786380413,0.0,0.0,0.0,0.0,0.0,100.0,0,6.807716514048391,0.0,0.0,0.0,0.0
416.0,38485,17.600881182849164,17.600881182849164,0.0,0.0,0.0,0.0,0.0,92.0,0,2.926974651925775,0.0,0.0,0.0,0.0
418.0,38685,5.944571932594506,5.944571932594506,0.0,0.0,0.0,0.0,0.0,100.0,0,6.762482582946734,0.0,0.0,0.0,0.0
420.0,38812,-14.2670019694202,-14.2670019694202,0.0,0.0,0.0,0.0,0.0,100.0,0,11.93429159325088,0.0,0.0,0.0,0.0
422.0,39012,17.11939530234089,17.11939530234089,0.0,0.0,0.0,0.0,0.0,100.0,0,3.078876576389447,0.0,0.0,0.0,0.0
424.0,39141,57.44829516206271,57.44829516206271,0.0,0.0,0.0,0.0,0.0,46.0,0,2.555294502536598,0.0,0.0,0.0,0.0
426.0,39341,3.6424474470201034,3.6424474470201034,0.0,0.0,0.0,0.0,0.0,100.0,0,6.3592723251153584,0.0,0.0,0.0,0.0
428.0,39539,11.68912616788051,11.68912616788051,0.0,0.0,0.0,0.0,0.0,100.0,0,4.781501813306324,0.0,0.0,0.0,0.0
430.0,39739,-16.413580599303728,-16.413580599303728,0.0,0.0,0.0,0.0,0.0,100.0,0,12.942601146468279,0.0,0.0,0.0,0.0
432.0,39939,5.80896369625664,5.80896369625664,0.0,0.0,0.0,0.0,0.0,100.0,0,6.644133268499842,0.0,0.0,0.0,0.0
434.0,40111,1.3622854683668777,1.3622854683668777,0.0,0.0,0.0,0.0,0.0,100.0,0,7.084070859579377,0.0,0.0,0.0,0.0
436.0,40311,5.642912762891314,5.642912762891314,0.0,0.0,0.0,0.0,0.0,100.0,0,5.792332558778039,0.0,0.0,0.0,0.0
438.0,40511,4.22532412933181,4.22532412933181,0.0,0.0,0.0,0.0,0.0,100.0,0,7.155245447853587,0.0,0.0,0.0,0.0
440.0,40622,60.29085776959707,60.29085776959707,0.0,0.0,0.0,0.0,0.0,32.0,0,2.976189400031093,0.0,0.0,0.0,0.0
442.0,40822,-3.0679041126385727,-3.0679041126385727,0.0,0.0,0.0,0.0,0.0,100.0,0,7.887552681622615,0.0,0.0,0.0,0.0
444.0,41018,18.06174157020643,18.06174157020643,0.0,0.0,0.0,0.0,0.0,96.0,0,2.5852596946173985,0.0,0.0,0.0,0.0
446.0,41218,0.2753153001434825,0.2753153001434825,0.0,0.0,0.0,0.0,0.0,100.0,0,8.415397722627196,0.0,0.0,0.0,0.0
448.0,41358,54.124738202459405,54.124738202459405,0.0,0.0,0.0,0.0,0.0,40.0,0,2.859247775692963,0.0,0.0,0.0,0.0
450.0,41554,23.973956185376913,23.973956185376913,0.0,0.0,0.0,0.0,0.0,96.0,0,2.9448333451605104,0.0,0.0,0.0,0.0
452.0,41742,-17.087569572316262,-17.087569572316262,0.0,0.0,0.0,0.0,0.0,100.0,0,13.74380726116973,0.0,0.0,0.0,0.0
454.0,41936,0.40415672488931165,0.40415672488931165,0.0,0.0,0.0,0.0,0.0,100.0,0,5.432405725306033,0.0,0.0,0.0,0.0
456.0,42096,41.750446963202414,41.750446963202414,0.0,0.0,0.0,0.0,0.0,66.0,0,2.6802315489970203,0.0,0.0,0.0,0.0
458.0,42286,23.894956383760466,23.894956383760466,0.0,0.0,0.0,0.0,0.0,96.0,0,2.8320307853272424,0.0,0.0,0.0,0.0
460.0,42486,12.794642609512252,12.794642609512252,0.0,0.0,0.0,0.0,0.0,100.0,0,4.459018907673099,0.0,0.0,0.0,0.0
462.0,42676,25.678586605838735,25.678586605838735,0.0,0.0,0.0,0.0,0.0,90.0,0,2.994143312866031,0.0,0.0,0.0,0.0
464.0,42861,15.41918964313118,15.41918964313118,0.0,0.0,0.0,0.0,0.0,100.0,0,3.7008785845122523,0.0,0.0,0.0,0.0
466.0,43055,6.590548803270181,6.590548803270181,0.0,0.0,0.0,0.0,0.0,100.0,0,4.362616463506748,0.0,0.0,0.0,0.0
468.0,43255,8.733544803650148,8.733544803650148,0.0,0.0,0.0,0.0,0.0,100.0,0,4.966130279449087,0.0,0.0,0.0,0.0
470.0,43455,7.656700896252012,7.656700896252012,0.0,0.0,0.0,0.0,0.0,100.0,0,6.2477496145211875,0.0,0.0,0.0,0.0
472.0,43655,5.460698289333038,5.460698289333038,0.0,0.0,0.0,0.0,0.0,100.0,0,6.863400352763352,0.0,0.0,0.0,0.0
474.0,43842,23.54759428322733,23.54759428322733,0.0,0.0,0.0,0.0,0.0,87.0,0,2.75035081980349,0.0,0.0,0.0,0.0
476.0,44042,15.453061296117681,15.453061296117681,0.0,0.0,0.0,0.0,0.0,100.0,0,3.8598529892617757,0.0,0.0,0.0,0.0
478.0,44242,-9.354996160812107,-9.354996160812107,0.0,0.0,0.0,0.0,0.0,100.0,0,9.6946574656235,0.0,0.0,0.0,0.0
480.0,44442,2.20683446990234,2.20683446990234,0.0,0.0,0.0,0.0,0.0,100.0,0,7.601633257300161,0.0,0.0,0.0,0.0
482.0,44642,17.923139631705343,17.923139631705343,0.0,0.0,0.0,0.0,0.0,100.0,0,2.722217733043233,0.0,0.0,0.0,0.0
484.0,44831,11.807518619117971,11.807518619117971,0.0,0.0,0.0,0.0,0.0,100.0,0,4.920328200309122,0.0,0.0,0.0,0.0
486.0,45023,3.606488804925995,3.606488804925995,0.0,0.0,0.0,0.0,0.0,100.0,0,7.52852368647714,0.0,0.0,0.0,0.0
488.0,45207,4.177312745435827,4.177312745435827,0.0,0.0,0.0,0.0,0.0,100.0,0,7.0767041411149645,0.0,0.0,0.0,0.0
490.0,45380,24.61762966705117,24.61762966705117,0.0,0.0,0.0,0.0,0.0,95.0,0,2.51821707046547,0.0,0.0,0.0,0.0
492.0,45512,2.080395476056019,2.080395476056019,0.0,0.0,0.0,0.0,0.0,100.0,0,7.7388637076802045,0.0,0.0,0.0,0.0
494.0,45712,0.00516742173085305,0.00516742173085305,0.0,0.0,0.0,0.0,0.0,100.0,0,8.559410967390914,0.0,0.0,0.0,0.0
496.0,45892,8.496217705998653,8.496217705998653,0.0,0.0,0.0,0.0,0.0,100.0,0,5.916022083982385,0.0,0.0,0.0,0.0
498.0,46092,-0.6528792785514881,-0.6528792785514881,0.0,0.0,0.0,0.0,0.0,100.0,0,8.430247632365212,0.0,0.0,0.0,0.0
500.0,46292,2.8005294345221117,2.8005294345221117,0.0,0.0,0.0,0.0,0.0,100.0,0,7.638072826208985,0.0,0.0,0.0,0.0
